well_no,well_name,owner,depth,aquifer_co,swl,pwsid,usgs_id,data_sourc,comments,aka2,aka3,chapid,grazing_di,welltype,well_use,well_statu,sdwa_type,nn_agency,USE,lat,long,Chapter,Al,Alkalinity_Total,As,Ba,Be,Bicarbonate,Bromide,Ca,Carbonate,Cd,Chloride,Conductivity,Corrosivity,Cr,Cu,DissolvedOxygen,Fe,Fluoride,Hardness,Hg,K,Mg,Mn,Mo,Na,Ni,Nitrate,Nitrite,Pb,pH,Phosphate,Ra_226,Ra_228,Ra_Total,Rn_222,Salinity,Sb,Se,Sn,SpecificConductance,Sr,Sulfate,Temperature,Tl,TotalDissolvedSolids,Turbidity,U,V,Zn
08T-444,08 022-05.55X10.78,TRIBE O&M,370,"40",20,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,DOM,ACT,UWS,Western,Domestic,36.8436088562,-109.850669861,Dennehotso,"50",,"1","110","1",,,"120",,"1",,"0.301",,"20","5","6","80",,,,"1.9","6.8","2","50","53","30","4.6",,"1","8.3",,,,,,"100",,"3",,,,,"19.5",,,"2","6",,"310"
08K-434,08 022-05.65X15.80,TRIBE O&M,202,"40",61,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,DOM,ACT,UWS,Western,Domestic,36.7702713013,-109.852897644,Dennehotso,"50",,"2","110","1",,,"83",,"1",,"0.189",,"20","5","7","90",,,,"2.4","8.8","20","50","18","30","2.1",,"1","8.56",,,,,,"0",,"1",,,,,"19.4",,,"8","4",,"20"
08T-519,08 022-01.80X05.45,TRIBE O&M,420,"40",0,,0,USGS TUCSON WRD 2/26/85,,,,"25","8",WW,DOM,ACT,UWS,Western,Domestic,36.9211120605,-109.784011841,Dennehotso,"48",,"2.8","20.2","2",,,"35.2",,"2",,"187",,"5","10",,"56.7",,,"0.071","1.53","3.54","0.59",,"6.52","10",,,"2.3","8.09",,"0.091","0.212","0.303",,,"10","5",,,,,"24","10",,,,"8.4","479"
08K-431,08 037-11.05X01.48,TRIBE O&M,528,"40",386,,0,FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,LIV,ACT,UWS,Western,Livestock,36.7284393311,-109.949775696,Dennehotso,"50",,"4","5","1",,,"2.5",,"1",,"0.224",,"20","6","9","380",,,,"1.1","0.078","3","50","100","30","1.1",,"2","9.42",,,,,,"0",,"1",,,,,"21.6",,,"3","7",,"90"
08K-420,08 038-01.28X03.17,TRIBE O&M,900,"40",460,,0,WELL FILES-FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,LIV,ACT,UWS,Western,Livestock,36.7039146423,-110.023445129,Dennehotso,"50",,"6","5","1",,,"3.05",,"1",,"0.2148",,"20","7.5","6","820",,,,"0.865","0.055","7","50","76","30","1.1",,"7","9.355",,,,,,"50",,"3",,,,,"23.7",,,"8.5","2",,"180"
08A-180,08 037-06.23X02.51,TRIBE O&M,107,"40",45,,0,WELL FILES-USGS-FIELD,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,LIV,ACT,UWS,Western,Livestock,36.7136688232,-109.863090515,Dennehotso,"50",,"1","55","1",,,"67",,"1",,"0.471",,"20","5","5","60",,,,"2.2","14","2","50","130","30","4.2",,"1","7.61",,,,,,"100",,"7",,,,,"24.7",,,"0","31",,"60"
08T-515,08 022-07.95X12.84,TRIBE O&M,950,"0",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,LIV,ACT,UWS,Western,Livestock,36.8138809204,-109.893447876,Dennehotso,"50",,"18.92883136","30","1",,,"11",,"1",,"0.342",,"20","7","5","160",,,,"1.8","0.75","2","2.433183043","130","1.949115859","1.1",,"2","8.93",,,,,,"100","0.235765831","42.88544893","0.7234126275",,,,"24",,,"9","10.46506682",,"100"
08K-421,08 037-12.38X03.72,TRIBE O&M,840,"40",422.5,,0,FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,LIV,ACT,UWS,Western,Livestock,36.6960105896,-109.973495483,Dennehotso,"50",,"3","5","1",,,"3",,"1",,"0.358",,"20","6","5","990",,,,"0.77","0.07","12","50","110","30","0.86",,"1","9.41",,,,,,"100",,"1",,,,,"26.4",,,"10","3",,"550"
08T-521,08 037-00.61X05.19,TRIBE O&M,300,"40",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,LIV,ACT,UWS,Western,Livestock,36.674446106,-109.761787415,Dennehotso,"50",,"2","94","1",,,"38",,"1",,"0.148",,"20","5","6","100",,,,"2.3","6.3","2","50","31","30","1.8",,"1","9.03",,,,,,"0",,"1",,,,,"22.9",,,"2","15",,"30"
08A-179,08 037-04.93X09.46,TRIBE O&M,163,"40",50,,0,WELL FILES-FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,LIV,ACT,UWS,Western,Livestock,36.6128005981,-109.839279175,Dennehotso,"50",,"2","27","1",,,"82",,"1",,"0.563",,"20","5","7","70",,,,"6.1","21","2","50","140","30","1.4",,"1","8.42",,,,,,"200",,"5",,,,,"22.2",,,"4","46",,"40"
08K-436,08 023-01.36X12.95,TRIBE O&M,306,"40",42.8,,0,WELL FLE/FLD CHKD 10/95,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"25","8",WW,LIV,INA,UWS,Western,Livestock,36.8036613464,-110.02141571,Dennehotso,,,"1.699648355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.11",,
Site 8 Cane Valley,Thomas Acekai Site #8,,0,"0",0,,0,,,,,"25","8",UNK,UNK,UNK,UWS,Western,Unknown,36.88125301,-109.9151071,Dennehotso,"10","281","8","30","0.25",,,"41",,"0.5",,"978","-0.38","0.5","78",,"590","0.507","324.5","0.015","1.8","56.18","5.4","32","110","2","0.05","0.05","2.4","7.13",,"0.157","0.58","0.737",,,"0.5","3.6",,,,,"12.1","1","463.9","19","4","6.4","140"
Site 6 Cane Valley,Don Wilson Site #6,,0,"0",0,,0,,,,,"25","8",UNK,UNK,UNK,UWS,Western,Unknown,36.91393096,-109.8693346,Dennehotso,"10","254","6.1","62","0.25",,,"20",,"0.5","20","736","-0.6","2.4","2.8",,"150","0.63","236.5","0.015","1","45","2.8","7.9","86","0.97","4","0.05","1","7.95",,"0.253","1.35","1.603",,,"0.5","4.7",,,,,"10.1","1","434","1.12","7.8","13","710"
08T-543,SLOAN WELL,TRIBE O&M,350,"69",110,UT0000226,0,W. FLS/FLD CHKD 12/13/95,,,,"25","8",WW,DOM,INA,REG,Western,Domestic,36.9718894958,-109.868034363,Dennehotso,"50",,"1","140","1",,,"74",,"1",,"0.202",,"20","12","4","450",,,,"2.2","21","80","50","13","30","0.52",,"1","8.42",,,,,,"0",,"1",,,,,"25.3",,,"2","1",,"100"
Site 4 Cane Valley,"Luke Yazzie Site #4, West Fork Road",,0,"0",0,,0,,,,,"25","8",UNK,UNK,UNK,UWS,Western,Unknown,36.92673209,-109.8662893,Dennehotso,"10","276","5.3","69","0.25",,,"33",,"0.5","12.3","677","-1.56","1.7","4700",,"8000","0.579","208","0.015","1.4","39.88","54","2.5","77","7.4","0.05","0.05","320","7.275",,"0.127","0.568","0.695",,,"0.5","0.9",,,,,"10.9","1","110","20","5.2","4","4200"
Site 15 Cane Valley,Bessie Yellowman Site #15,,0,"0",0,,0,,,,,"25","8",UNK,UNK,UNK,UWS,Western,Unknown,37.08204393,-109.7587972,Dennehotso,"10","191","0.5","53","0.25",,,"16",,"0.5","21.6","1010","-0.51","0.5","1.9",,"54","0.48","150","0.015","2.2","27.72","1.4","2.8","190","0.74","0.05","0.05","1","8.17",,"0.73","0.574","1.304",,,"0.5","0.5",,,,,"10.1","1","628.1","0.663","2.5","2","4.5"
08A-260,TSE-LI-CHEE-HAII SPRING,BIA,0,"2",0,,370118109503000,FLD CHCKD 2/28/1996,Moved 40m NW to USACE location,,,"25","8",DS,LIV,ACT,UWS,Western,Livestock,37.02002,-109.84457,Dennehotso,"58.8",,"7.6","64.4","2",,,"6.76",,"2",,"930",,"5","10",,"100",,,"0.071","1.28","7.23","4","8.087657833","259","5.1461207165",,,"3","8.73",,"0.056","0.416","0.472",,,"10","18.13617031","0.577670265",,"235.6074463",,"27.4","10",,,"7.952267619","10.6","5.2"
,Coyote Spring,,0,"0",0,,0,,,,,"26","7",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.34367,-110.46623,Dilkon,"67",,"30.8215198","30.5","2",,,"62.6",,"2",,"1257",,"5","10",,"100",,,"0.013","3.17","26.3","0.14","15.378344075","179","1.271510078",,,"3","7.68",,"0.106","0.565","0.671",,,"10","25.4424867","0.577670265",,,,"22.8","10",,,"11.6711158","21.9","13.2"
,Chimney Butte Spring,,0,"0",0,,0,,,,,"26","7",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.32152,-110.42247,Dilkon,"6.5",,"31.233905","67","2",,,"17.05",,"2",,"765",,"5","7",,"33.1",,,,"2.8","10.5","0.27","22.84604928","157","0.3171253135",,,"3","8.18",,"0.059","0.353","0.412",,,"10","29.87292905","0.577670265","868",,,"18.4","10",,,"12.16722106","75.5","144"
,Echo Spring No. 2,,0,"0",0,,0,,,,,"26","7",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.28141,-110.27621,Dilkon,"95.3",,"8.4","26.2","2",,,"52",,"2",,"746",,"5","10",,"100",,,"0.017","3.01","17.9","0.36",,"87.4","10",,,"3","7.65",,"0.034","0.84","0.874",,,"10","5",,,,,"26.4","10",,,,"39.5","18.8"
,Chandler Spring,,0,"0",0,,0,,,,,"26","7",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.37734,-110.47558,Dilkon,"42.75",,"10.9","4.2","2",,,"30.15",,"2",,"988",,"8","4",,"60",,,,"0.85","12.3","0.13",,"163","5.05",,,"3","8.165",,"0.0182","0.4","0.4182",,,"10","8.4",,"946",,,"22.05","10",,,"2.8","41.7","88.85"
Shonto Spring,Shonto Spring,,0,"0",0,,0,USACE,"Added based on USACE site visit, and GNIS and DRG position.",,,"26","7",DS,UNK,UNK,UWS,Shiprock,Unknown,35.4111218233,-110.380685631,Dilkon,"65.4",,"4.109735233","3","2",,,"9.98",,"2",,"471",,"5","10",,"100",,,"0.011","5.55","4.87","4",,"98.8","10",,,"3","8.27",,"0.015","0.599","0.614",,,"10","5",,,,,"22.2","10",,,,"19.8","4.2"
,Dilkon Chapter House,,0,"0",0,,0,,,,,"26","7",UNK,UNK,UNK,REG,Shiprock,Unknown,35.38581,-110.3222,Dilkon,"38.7",,"3.2","1020","2",,,"51.8",,"2",,"694",,"5","1.2",,"112",,,"0.05","5.15","21.1","19.5",,"60.9","10",,,"3","7.65",,"0.072","0.215","0.287",,,"4.9","5",,,,,"13.3","10",,,,"20","44.6"
Nora's House,,,0,"0",0,,0,,,,,"26","7",WW,OS,ACT,UWS,Shiprock,Livestock,35.29471,-110.4927,Dilkon,,,"43.46682747",,,,,,,"0.138753959",,,,"0.200983539",,,,,,,,,,"9.664666868",,"2.634435202",,,"0.066418355",,,,,,,,"0.245639738","20.42005523","0.577670265",,"1082.705049",,,,,,"11.58092424",,
Silver Tank,,,0,"0",0,,0,,,,,"26","7",WW,OS,ACT,UWS,Shiprock,Livestock,35.32064,-110.39754,Dilkon,,,"1.769455198",,,,,,,"0.138753959",,,,"0.291156156",,,,,,,,,,"11.45789254",,"1.112355182",,,"0.079422655",,,,,,,,"0.292397193","21.4162325","0.577670265",,,,,,,,"8.836099278",,
ASONDW,,,0,"0",0,,0,,,,,"26","7",NS,UNK,UNK,UWS,Shiprock,Unknown,35.22629,-110.29744,Dilkon,,,"43.11610937",,"0",,,,,"0.138753959",,,,"1.130797982",,,,,,,,,,"6.63047382",,"0.163889187",,,"2.089772858",,,,,,,,"0.284125232","34.48794069","1.2037260705",,,,,,,,"89.01771435",,
Dilkon Church,,,0,"0",0,,0,,,,,"26","7",WW,OS,ACT,UWS,Shiprock,Livestock,35.38628,-110.31361,Dilkon,,,"10.31646761",,"0",,,,,"0.138753959",,,,"1.423912953","35.73640867",,,,,,,,,"16.29700762",,"2.5869331035",,,"1.026766157",,,,,,,,"0.618654593","26.08295065","0.689457701",,"643.0955977",,,,,,"9.472987608",,"152.8537791"
Tohanldi Spring,,,0,"0",0,,0,,,,,"26","7",DS,OS,UNK,UWS,Shiprock,Livestock,35.30484,-110.45796,Dilkon,,,"53.98768046",,,,,,,"0.138753959",,,,"2.958668316",,,,,,,,,,"23.66484674",,"3.111965118",,,"0.105217046",,,,,,,,"0.388987041","29.26470941","0.577670265",,,,,,,,"10.14925314",,
USPHS Sunglasses,,,0,"0",0,,0,,,,,"26","7",WW,OS,ACT,UWS,Shiprock,Livestock,35.32978,-110.3969,Dilkon,,,"1.599248385",,"0",,,,,"0.138753959",,,,"0.130139597",,,,,,,,,,"0.650658596",,"1.036291726",,,"0.103403872",,,,,,,,"0.227922011","10.81678689","0.577670265",,,,,,,,"0.748100164",,
,Castle Butte Spring,,0,"0",0,,0,,,,,"26","7",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.3262,-110.32504,Dilkon,"6.45",,"75","3","2",,,"0.805",,"2",,"699",,"5","1.1",,"20",,,,"3.85","0.2","4","50.68871536","180","0.1",,,"3","9.535",,"0.02","0.551","0.571",,,"10","109.6644747","0.700122795","740",,,"18.8","10",,,"9.4","110","5.65"
309-1,,,0,"0",0,,0,,,,,"27","4",WW,UNK,UNK,UWS,Chinle,Unknown,36.2943197334,-110.301654946,Forest Lake,"50",,"1.567166547","97","1",,,"170",,"1",,"0.91",,"20","5","5","70",,,,"7","29","51","50","100","30","0.74",,"1","8.06",,,,,,"400",,"1",,,,,"19.5",,,"0","1",,"350"
303-10,,,0,"0",0,,0,,,,,"27","4",WW,OS,ACT,UWS,Chinle,Livestock,36.22494,-110.40073,Forest Lake,,,"1.35246847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.57",,
303-7,,,0,"0",0,,0,,,,,"27","4",WW,UNK,UNK,UWS,Chinle,Unknown,36.2947731397,-110.348718125,Forest Lake,"50",,"1","19","1",,,"55",,"1",,"0.85",,"20","5","5","40",,,,"5.1","11","21","50","190","30","0.44",,"1","8.35",,,,,,"300",,"1",,,,,"22.4",,,"3","1",,"770"
Peabody Pond,,,0,"0",0,,0,,,,,"27","4",SW,IO,UNK,UWS,Chinle,Domestic Irrigaiton,36.42599,-110.39149,Forest Lake,,,"2.729927661",,,,,,,"0.138753959",,,,"0.605908244",,,,,,,,,,"2.858123184",,"5.138190198",,,"4.894336166",,,,,,,,"0.305771263",,"1.134990122",,,,,,,,"2.611464988",,
303-11,,,0,"0",0,,0,,,,,"27","4",WW,OS,ACT,UWS,Chinle,Livestock,36.27152,-110.35597,Forest Lake,,,"2.225252532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.645982965",,
303-12,,,0,"0",0,,0,,,,,"27","4",WW,OS,ACT,UWS,Chinle,Livestock,36.27391,-110.39649,Forest Lake,,,"1.207054741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.724106075",,
04T-396,04 056-05.46X14.17,NPL,500,"38",254,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"27","4",WW,DOM,ACT,UWS,Chinle,Domestic,36.2947158813,-110.348747253,Forest Lake,,,"0.121203103",,,,,,,"0.138753959",,,,"0.485414819",,,,,,,,,,"0.161349877",,"1.851213565",,,"0.410621685",,,,,,,,"0.123639477",,"1.92342983",,,,,,,,"0.318301552",,
04T-510,04 056-02.85X14.18,BIA/HPL,452,"37",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"27","4",WW,DOM,UNK,UWS,Chinle,Domestic,36.2941589355,-110.302078247,Forest Lake,,,"0.473531871",,,,,,,"0.138753959",,,,"0.395803598",,,,,,,,,,"2.801876589",,"0.99820324",,,"0.056781058",,,,,,,,"0.123639477",,"0.967131954",,,,,,,,"0.2045567",,
,Tank 308-1,,0,"0",0,,0,,,,,"27","4",UNK,UNK,UNK,UWS,Chinle,Unknown,36.21534,-110.23676,Forest Lake,"102",,"10","4.2","0.35",,,"11.1",,"2",,"2180",,"5","10",,"531",,,"0.05","2.19","2.04","16.9","3.745352009","580","5.332305041",,,"3","9.17",,"0.283","0.571","0.854",,,"10","5","1.029878901",,,,"6.4","4",,,"24.74627833","20","154"
17T-538,17 110-02.28X08.93,TRIBE O&M,1050,"69",455,,0,USGS/FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"30","17",WW,LIV,ACT,UWS,Shiprock,Livestock,35.6217384338,-109.540992737,Ganado,"50",,"1","220","1",,,"160",,"1",,"0.401",,"20","5","6","140",,,,"1.8","5.1","10","50","17","30","0.99",,"1","8.13",,,,,,"100",,"1",,,,,"22.9",,,"6","2",,"500"
17K-2,17 110-00.60X04.51,TRIBE O&M,275,"56",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"30","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.6850090027,-109.511222839,Ganado,"50",,"1","320","1",,,"150",,"1",,"0.346",,"20","5","7","150",,,,"1.8","7.3","4","50","7.8","30","0.89",,"1","7.99",,,,,,"100",,"1",,,,,"20.9",,,"10","1",,"420"
17T-573,FISHCREEK WELL,TRIBE O&M,760,"69",228,,0,WELL FILES-FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"30","17",WW,LIV,ACT,UWS,Shiprock,Livestock,35.6957168579,-109.454597473,Ganado,"50",,"1","170","1",,,"75",,"1",,"0.381",,"20","5","5","50",,,,"0.8","3.7","2","50","6.2","30","0.81",,"1","7.32",,,,,,"100",,"1",,,,,"21.8",,,"10","1",,"140"
17-2-11,17-2-11 PHS co.,,0,"0",0,,0,,,,,"30","17",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.60311889,-109.45440972,Ganado,"9300",,"1","43","7",,,"370",,"1",,"0.841",,"20","51","10","8000",,,,"2.7","8.4","1300","50","30","230","0.1",,"2","5.64",,,,,,"200",,"1",,,,,"17.5",,,"10","1",,"480"
17T-540,17 111-11.90X15.09,TRIBE O&M,85,"6",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"31","17",WW,UNK,ACT,UWS,Shiprock,Unknown,35.5311126709,-109.961791992,Greasewood Springs,"11",,"52","5","2",,,"1",,"2",,"391.383",,"20","2.3","9","140",,,,"3.8","0.11","2","429.4598889","180","0.7531976295","0.12",,"5","9.21",,"0.032","0.19","0.222",,"300","10","44","0.577670265","795",,,"19.7","10",,"150","1.185481457","1.1","26.3"
Sheep Dip Spring,,,0,"0",0,,0,,Added based on USACE site visit and photos,,,"31","17",DS,UNK,UNK,UWS,Shiprock,Unknown,35.51714,-109.85884,Greasewood Springs,"108",,,"14.1","2",,,"509",,"2",,"6890",,"5","10",,"175",,,"0.02","15.5","169","651",,"1370","4",,,"3","7.515",,"0.047","0.413","0.46",,,"10","149",,,,,"20.2","3.3",,,,"25.4","5.1"
,Lower Greasewood Chapter House,,0,"0",0,,0,,,,,"31","17",UNK,UNK,UNK,REG,Shiprock,Unknown,35.52857,-109.85407,Greasewood Springs,"23.6",,"10","1120","2",,,"55.1",,"2",,"694",,"5","53",,"218",,,"0.05","5.44","22.1","48.6",,"64.7","10",,,"3","7.08",,"0.058","0.591","0.649",,,"5.6","5",,,,,"14.6","10",,,,"20","24.3"
17T-518,17 111-11.97X09.79,TRIBE O&M,399,"57",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"31","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.6080589294,-109.962905884,Greasewood Springs,"6.25",,"110","32.7","2",,,"1.705",,"2",,"1272.5",,"5","2.5","7.09","155.5",,,,"2.145","0.3315","4.88",,"233","0.1",,,"3.3","9.57",,"0.451","2.3","2.751",,"0","10","5",,"793",,,"15.05","10","600","5.8","5.9","49.7","85"
17T-517,17 111-05.44X09.44,TRIBE O&M,570,"52",0,,0,USGS TUCSON WRD 2/26/85,,,,"31","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.6130599976,-109.847343445,Greasewood Springs,"28.55",,"237","15.6","2",,,"1.545",,"2",,"485.358",,"20","7.4","6","425",,,,"2.5","0.21","32","12.2502177","145","1.8","0.84",,"2","9.42",,"0.049","0.309","0.358",,"300","10","190","0.577670265","708",,,"16.3","10",,"2","39.42492034","130","339.5"
,Greasewood Spring,,0,"0",0,,0,,,,,"31","17",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.42528,-109.91108,Greasewood Springs,"119",,"11.6","32.4","2",,,"20.9",,"2",,"1577",,"5","10",,"17.8",,,"0.05","5.08","10.8","8",,"311","10",,,"3","8.24",,"0.12","0.534","0.654",,,"10","3.6",,,,,"20.3","10",,,,"72.2","4.7"
,Home,,0,"0",0,,0,,,,,"31","17",UNK,UNK,UNK,UWS,Shiprock,Unknown,35.44078,-109.92605,Greasewood Springs,"84.5",,"10","1210","2",,,"56",,"2",,"719",,"5","845",,"235",,,"0.013","4.62","21.4","49.9",,"70.7","2.2",,,"3","7.43",,"0.078","0.483","0.561",,,"10","5",,,,,"22.7","10",,,,"20","29.9"
17M-203,17 111-09.68X13.82,TRIBE O&M,132,"2",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"31","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.5494499207,-109.922348022,Greasewood Springs,"0.1",,"19","11","2",,,"120",,"2",,"784",,"5","6",,"1800",,,,"20","54","230","1176.303496","720","3.2102963435",,,"3","7.65",,"0.423","0.834","1.257",,,"10","33.76313455","0.577670265","4970",,,"19.5","10",,,"15.39623977","0.3","281"
17T-568,IHS WELL,TRIBE O&M,220,"2",41,,0,WELL FILES,,,,"31","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.5180397034,-109.843009949,Greasewood Springs,,,"109.7912709",,,,,,,"0.138753959",,,,"0.457542534",,,,,,,,,,"14.6015733575",,"0.554725985",,,"0.210780201",,,,,,,,"0.348708205","35.02247349","0.577670265",,,,,,,,"21.42820064",,
17M-187,17 126-13.84X02.32,TRIBE O&M,411,"6",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"31","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.4663963318,-109.745391846,Greasewood Springs,"26.4",,"170","6","2",,,"2.815",,"2",,"421.335",,"20","2.85","8","145",,,,"2.4","0.736","4.7","50","122","5.05","0.1",,"3","8.87",,"0.037","0.563","0.6",,"200","10","170",,"502",,,"18.65","10",,"6","5.7","63","220"
17K-340,17 127-06.75X00.71,TRIBE O&M,186,"2",12.6,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"31","17",WW,DOM,ACT,UWS,Shiprock,Domestic,35.4900093079,-109.869842529,Greasewood Springs,,,"27.74031679",,,,,,,"0.138753959",,,,"1.427561298","27.19744014",,,,,,,,,"71.950606915",,"3.906960053",,,"0.665410662",,,,,,,,"0.652750346","58.09214847","0.577670265",,,,,,,,"52.20423942",,"65.34056586"
Hardrock Spring,,,0,"0",0,,0,,,,,"32","4",NS,OS,UNK,UWS,Chinle,Livestock,36.03276,-110.50208,Hard Rock,,,"1.310123989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.68788139",,
WHITE MOUN,18 124-12.10X14.50,GOLDFIELD,300,"63",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"35","18",WW,MUN,UNK,REG,Shiprock,Municipal,35.290851593,-109.214538574,Houck,,,,,,"252",,"85","0",,"41",,,,,,,"1","300",,,"22",,,"1028",,"5.6","1.27",,"6.9",,,,,,,,,,,,"150","23",,,,,,
18T-334,18 124-12.65X14.05,UNKNOWN,106,"2",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"35","18",WW,DOM,ACT,UWS,Shiprock,Domestic,35.2972373962,-109.223991394,Houck,,,,,,"266",,"99","0",,"48",,,,,,,"0.6","330",,,"20",,,"1028",,"1.3","0.294",,"7.98",,,,,,,,,,"871",,"170",,,,"0.66",,,
00-1461,A-21-29 07ABB,ORTEGA ARM,272,"63",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"35","18",WW,MUN,ACT,REG,Shiprock,Municipal,35.238910675,-109.3045578,Houck,,,,,,"315",,"120",,,"39",,,,,,"10","0.3","390",,"4.1","22",,,"38",,,,,"8",,,,,,,,,,"820",,"140",,,,,"5.52238805970149",,
18A-208,18 125-03.22X12.99,,120,"6",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"35","18",WW,DOM,UNK,UWS,Shiprock,Domestic,35.3119659424,-109.3073349,Houck,,,,,,"261",,"78","0",,"27",,,,,,,"0","240",,,"12",,,"1028",,"15","3.39",,,,,,,,,,,,"569",,"28",,,,,,,
18-0618,BAHAI INSTITUTE,BAHA'I,362,"69",320,,0,WELL FILE,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"35","18",WW,DOM,ACT,UWS,Shiprock,Domestic,35.310005188,-109.298500061,Houck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.25",,,,,,,,,,,,,,,,,"2.53731343283582",,
18K-324,18 124-12.25X15.43,TRIBE O&M,380,"63",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"35","18",WW,DOM,ACT,UWS,Shiprock,Domestic,35.2775230408,-109.216766357,Houck,,,,,,"272",,"91","0",,"30",,,,,,,"0.2","330",,,"26",,,"1028",,"9.2","2.08",,,,,,,,,,,,"739",,"128.5","19.5",,,,"6.41791044776119",,
18K-335,18 125-06.45X16.59,TRIBE O&M,748,"69",705,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"35","18",WW,DOM,ACT,UWS,Shiprock,Domestic,35.2600212097,-109.363998413,Houck,,,,,,"130",,"460","0",,"18",,,,,,,"0.5","1700",,,"150",,,"1028",,"0.2","0.045",,"7.4",,,,,,,,,,"2470",,"1600",,,,,,,
18K-305,18 124-13.34X16.06,TRIBE O&M,350,"69",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"35","18",WW,DOM,ACT,UWS,Shiprock,Domestic,35.2686347961,-109.235649109,Houck,,,,,,"494",,"86","0",,"120",,,,,,,"0","300",,,"20",,,"1028",,"0.3","0.068",,,,,,,,,,,,"1320",,"130",,,,,,,
BIG ARROW,18 125-00.41X14.41,,204,"69",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"35","18",WW,DOM,UNK,UWS,Shiprock,Domestic,35.2914123535,-109.257873535,Houck,,,,,,"380",,"91","0",,"74",,,,,,,"0.6","310",,,"20",,,"1028",,"17",,,"7.3",,,,,,,,,,"1090",,"158","22",,,,"3.58208955223881",,
